id,id_cliente,nombre_proyecto,duracion,presupuesto,recursos_asignados,resultado,fecha_inicio,fecha_fin,solvencia_economica_empresa,certificaciones_requeridas,precio_hora,fortaleza_tecnologica,experiencia_requerida,numero_perfiles_requeridos,curriculums,titulaciones_empleados,certificacion_empleados,idiomas,lugar_trabajo,horarios_trabajo,plazos,transicion_inicial,facturacion_anual,volumetria,slas,entregables_oferta,disponibilidad_referencias,informacion_adicional
688,25,Proyecto_688,164,194856.06,Recurso C,Exito,2021-11-18,2021-12-19,Alta,True,32.93,Nivel Medio,Específica,15,35,25%-50%,False,False,Presencial,Fijo,8,3,4673596.11,True,True,Entregable A,True,Info A
585,23,Proyecto_585,56,16958.91,Recurso B,Fracaso,2021-08-07,2021-09-07,Media,False,40.77,Nivel Bajo,General,4,4,50%-75%,True,True,Híbrido,Fijo,5,3,1399521.02,True,True,Entregable A,False,Info A
902,45,Proyecto_902,321,291716.68,Recurso A,Exito,2022-06-20,2022-07-21,Media,True,78.04,Nivel Bajo,Sin Experiencia,3,15,Más del 75%,True,True,Híbrido,Fijo,5,3,4771780.57,True,True,Entregable B,True,Info C
60,17,Proyecto_60,78,608904.38,Recurso C,Fracaso,2020-02-29,2020-03-31,Media,False,35.99,Nivel Medio,General,17,28,Más del 75%,False,True,Híbrido,Flexible,2,3,206326.01,False,True,Entregable B,True,Info B
329,12,Proyecto_329,265,727074.29,Recurso C,Fracaso,2020-11-24,2020-12-25,Baja,True,35.11,Nivel Alto,General,3,27,25%-50%,True,False,Híbrido,Flexible,2,2,602397.2,False,True,Entregable B,True,Info C
97,25,Proyecto_97,188,915094.15,Recurso A,Exito,2020-04-06,2020-05-07,Media,True,48.34,Nivel Medio,Específica,4,32,Más del 75%,True,False,Híbrido,Fijo,6,1,3664466.57,False,True,Entregable B,True,Info A
313,16,Proyecto_313,156,304381.5,Recurso B,Fracaso,2020-11-08,2020-12-09,Alta,True,93.42,Nivel Experto,General,4,7,Menos del 25%,True,True,Presencial,Fijo,6,1,3181663.91,False,False,Entregable C,False,Info B
975,19,Proyecto_975,310,390397.22,Recurso B,Fracaso,2022-09-01,2022-10-02,Baja,False,27.02,Nivel Bajo,Sin Experiencia,2,20,25%-50%,False,False,Híbrido,Flexible,10,1,1148482.33,True,True,Entregable A,False,Info B
300,40,Proyecto_300,297,284975.1,Recurso A,Fracaso,2020-10-26,2020-11-26,Baja,True,43.43,Nivel Alto,General,13,26,Menos del 25%,False,False,Híbrido,Flexible,11,5,3255163.4,False,False,Entregable B,True,Info B
278,1,Proyecto_278,187,933403.43,Recurso B,Exito,2020-10-04,2020-11-04,Alta,True,37.01,Nivel Alto,Específica,15,16,25%-50%,True,True,Híbrido,Fijo,9,5,3995530.19,True,False,Entregable A,False,Info C
925,23,Proyecto_925,114,720396.4,Recurso C,Fracaso,2022-07-13,2022-08-13,Media,True,41.7,Nivel Experto,Sin Experiencia,9,44,25%-50%,True,True,Híbrido,Fijo,2,1,191544.45,True,True,Entregable C,True,Info B
602,19,Proyecto_602,129,846341.54,Recurso A,Exito,2021-08-24,2021-09-24,Baja,False,77.32,Nivel Medio,General,15,41,Menos del 25%,True,False,Presencial,Fijo,4,1,3439737.24,True,True,Entregable A,True,Info C
440,6,Proyecto_440,300,281053.39,Recurso A,Fracaso,2021-03-15,2021-04-15,Baja,False,94.75,Nivel Medio,Sin Experiencia,8,37,Más del 75%,True,False,Presencial,Flexible,5,1,1906211.12,True,False,Entregable A,True,Info C
838,15,Proyecto_838,298,275098.91,Recurso B,Exito,2022-04-17,2022-05-18,Alta,False,51.29,Nivel Medio,Específica,18,6,50%-75%,False,False,Híbrido,Flexible,4,5,2553045.43,False,False,Entregable C,False,Info C
571,35,Proyecto_571,72,65574.74,Recurso B,Exito,2021-07-24,2021-08-24,Alta,True,64.29,Nivel Medio,Sin Experiencia,6,29,25%-50%,False,False,Híbrido,Fijo,4,2,2193374.4,False,True,Entregable B,True,Info A
880,27,Proyecto_880,96,246468.09,Recurso C,Fracaso,2022-05-29,2022-06-29,Alta,True,61.45,Nivel Medio,Específica,19,25,50%-75%,False,True,Remoto,Flexible,7,1,3325517.33,True,True,Entregable B,True,Info B
262,40,Proyecto_262,203,506141.47,Recurso A,Exito,2020-09-18,2020-10-19,Baja,True,29.07,Nivel Alto,Específica,18,40,Menos del 25%,True,True,Híbrido,Fijo,10,2,2031949.58,False,True,Entregable C,True,Info A
579,23,Proyecto_579,250,708958.82,Recurso A,Fracaso,2021-08-01,2021-09-01,Media,False,28.13,Nivel Experto,General,11,6,Más del 75%,False,False,Presencial,Flexible,10,5,1725395.57,True,True,Entregable C,False,Info C
24,21,Proyecto_24,284,973366.77,Recurso C,Exito,2020-01-24,2020-02-24,Baja,False,34.95,Nivel Alto,General,12,5,50%-75%,False,False,Híbrido,Fijo,6,1,3770501.15,False,True,Entregable C,False,Info B
31,27,Proyecto_31,10,141387.51,Recurso B,Exito,2020-01-31,2020-03-02,Alta,True,34.85,Nivel Experto,Específica,7,35,Menos del 25%,False,False,Híbrido,Fijo,6,4,636087.84,False,True,Entregable B,False,Info B
618,23,Proyecto_618,49,399513.37,Recurso B,Fracaso,2021-09-09,2021-10-10,Alta,True,66.96,Nivel Alto,Sin Experiencia,1,6,50%-75%,False,True,Presencial,Fijo,10,3,1908764.49,False,False,Entregable B,False,Info A
11,11,Proyecto_11,127,61179.87,Recurso C,Exito,2020-01-11,2020-02-11,Alta,False,99.05,Nivel Experto,Sin Experiencia,4,43,25%-50%,True,False,Presencial,Fijo,5,2,3316075.94,True,False,Entregable A,False,Info A
222,1,Proyecto_222,161,178773.16,Recurso C,Fracaso,2020-08-09,2020-09-09,Alta,False,55.38,Nivel Medio,General,15,44,Más del 75%,False,False,Presencial,Flexible,7,4,1378214.04,False,True,Entregable A,False,Info A
821,17,Proyecto_821,188,290990.16,Recurso C,Exito,2022-03-31,2022-05-01,Baja,False,97.83,Nivel Alto,Sin Experiencia,16,39,Más del 75%,False,True,Remoto,Fijo,10,3,600913.53,True,False,Entregable B,True,Info C
297,8,Proyecto_297,105,598347.84,Recurso C,Fracaso,2020-10-23,2020-11-23,Baja,True,66.21,Nivel Alto,Sin Experiencia,9,36,25%-50%,False,True,Presencial,Fijo,11,2,4883888.38,True,False,Entregable A,False,Info C
55,44,Proyecto_55,274,828570.49,Recurso B,Exito,2020-02-24,2020-03-26,Alta,False,31.16,Nivel Alto,General,3,42,Menos del 25%,True,False,Presencial,Fijo,11,4,462718.94,True,False,Entregable B,True,Info A
543,46,Proyecto_543,155,131152.99,Recurso A,Exito,2021-06-26,2021-07-27,Baja,False,30.67,Nivel Bajo,General,7,19,Menos del 25%,False,False,Remoto,Fijo,7,2,1137808.6,False,True,Entregable C,False,Info A
210,49,Proyecto_210,253,198421.61,Recurso B,Exito,2020-07-28,2020-08-28,Media,True,30.85,Nivel Medio,Específica,13,39,50%-75%,False,False,Híbrido,Fijo,7,5,4829312.28,True,False,Entregable C,False,Info B
605,7,Proyecto_605,77,854558.73,Recurso C,Fracaso,2021-08-27,2021-09-27,Baja,False,60.75,Nivel Experto,Sin Experiencia,3,30,50%-75%,False,False,Presencial,Fijo,9,2,4932811.4,True,True,Entregable B,True,Info C
693,45,Proyecto_693,363,319225.61,Recurso C,Exito,2021-11-23,2021-12-24,Baja,False,33.49,Nivel Alto,Específica,5,25,50%-75%,True,False,Híbrido,Fijo,2,1,1192303.53,True,True,Entregable B,False,Info A
663,36,Proyecto_663,190,873414.34,Recurso C,Fracaso,2021-10-24,2021-11-24,Media,True,38.25,Nivel Experto,General,13,17,50%-75%,False,False,Remoto,Flexible,11,4,1265233.96,False,True,Entregable B,True,Info B
867,23,Proyecto_867,120,788882.83,Recurso C,Fracaso,2022-05-16,2022-06-16,Baja,True,86.3,Nivel Medio,General,8,14,Más del 75%,False,True,Presencial,Flexible,4,3,2140523.0,False,True,Entregable A,False,Info B
71,44,Proyecto_71,329,443790.62,Recurso C,Exito,2020-03-11,2020-04-11,Alta,True,31.93,Nivel Experto,Específica,15,13,Más del 75%,True,False,Híbrido,Fijo,5,4,4657676.16,True,False,Entregable B,True,Info A
544,2,Proyecto_544,302,738150.55,Recurso B,Exito,2021-06-27,2021-07-28,Media,False,18.35,Nivel Experto,Específica,3,16,25%-50%,True,False,Presencial,Fijo,5,3,3267997.74,True,False,Entregable A,False,Info B
108,35,Proyecto_108,113,526021.79,Recurso C,Fracaso,2020-04-17,2020-05-18,Baja,False,27.41,Nivel Experto,General,11,11,Más del 75%,True,True,Presencial,Flexible,5,3,3084544.32,False,True,Entregable C,True,Info B
494,26,Proyecto_494,282,381507.31,Recurso C,Exito,2021-05-08,2021-06-08,Media,True,57.67,Nivel Experto,Sin Experiencia,10,36,Más del 75%,False,False,Presencial,Flexible,8,1,1356934.12,False,False,Entregable B,True,Info B
591,49,Proyecto_591,250,477339.83,Recurso A,Fracaso,2021-08-13,2021-09-13,Alta,False,15.53,Nivel Alto,Sin Experiencia,11,34,Más del 75%,True,True,Híbrido,Flexible,7,1,4487723.69,False,True,Entregable B,True,Info A
742,13,Proyecto_742,166,320920.19,Recurso A,Fracaso,2022-01-11,2022-02-11,Alta,True,28.29,Nivel Alto,Específica,10,39,Más del 75%,True,True,Híbrido,Fijo,4,4,3485627.07,False,True,Entregable B,True,Info C
293,33,Proyecto_293,106,240225.84,Recurso B,Exito,2020-10-19,2020-11-19,Media,False,65.3,Nivel Experto,Sin Experiencia,2,10,Menos del 25%,True,False,Presencial,Flexible,2,5,3643173.62,False,True,Entregable A,True,Info B
290,3,Proyecto_290,238,130544.29,Recurso B,Fracaso,2020-10-16,2020-11-16,Alta,False,76.85,Nivel Experto,General,6,30,Más del 75%,True,True,Híbrido,Flexible,4,5,2246504.47,False,True,Entregable C,False,Info C
653,8,Proyecto_653,177,465560.64,Recurso A,Fracaso,2021-10-14,2021-11-14,Alta,False,97.17,Nivel Bajo,Específica,6,6,50%-75%,True,True,Híbrido,Fijo,10,4,674274.55,True,False,Entregable C,True,Info C
40,7,Proyecto_40,170,963713.36,Recurso A,Exito,2020-02-09,2020-03-11,Baja,True,56.9,Nivel Alto,General,9,44,Menos del 25%,False,True,Presencial,Fijo,10,4,1049988.29,True,False,Entregable B,True,Info B
590,17,Proyecto_590,29,923396.83,Recurso C,Exito,2021-08-12,2021-09-12,Media,False,92.32,Nivel Alto,Sin Experiencia,18,10,Más del 75%,False,False,Presencial,Fijo,1,5,4355505.81,False,True,Entregable A,True,Info B
308,18,Proyecto_308,339,199864.63,Recurso B,Fracaso,2020-11-03,2020-12-04,Media,False,52.21,Nivel Bajo,Sin Experiencia,18,31,Más del 75%,False,False,Remoto,Flexible,1,2,4347334.76,True,False,Entregable C,True,Info C
680,8,Proyecto_680,267,396821.08,Recurso A,Fracaso,2021-11-10,2021-12-11,Baja,True,72.91,Nivel Experto,Sin Experiencia,7,19,Más del 75%,True,True,Híbrido,Fijo,7,3,4921668.65,False,True,Entregable A,False,Info C
67,4,Proyecto_67,10,118018.54,Recurso B,Fracaso,2020-03-07,2020-04-07,Baja,True,94.46,Nivel Alto,Sin Experiencia,18,24,Más del 75%,True,False,Remoto,Fijo,8,3,1987115.99,True,True,Entregable C,True,Info B
276,49,Proyecto_276,64,957749.66,Recurso B,Fracaso,2020-10-02,2020-11-02,Alta,True,94.06,Nivel Alto,General,2,6,50%-75%,False,False,Híbrido,Flexible,2,2,4512249.65,False,False,Entregable C,False,Info A
68,29,Proyecto_68,305,654006.53,Recurso A,Exito,2020-03-08,2020-04-08,Baja,False,92.28,Nivel Alto,Específica,14,5,Más del 75%,True,False,Híbrido,Fijo,6,3,2820094.28,True,False,Entregable B,False,Info B
319,14,Proyecto_319,11,185988.72,Recurso C,Fracaso,2020-11-14,2020-12-15,Alta,True,43.59,Nivel Medio,Específica,15,29,Menos del 25%,False,False,Remoto,Fijo,3,1,2246207.09,True,True,Entregable B,True,Info A
549,8,Proyecto_549,353,768922.64,Recurso B,Fracaso,2021-07-02,2021-08-02,Alta,False,66.5,Nivel Alto,General,19,21,Más del 75%,False,False,Presencial,Flexible,2,3,3176189.75,True,True,Entregable A,False,Info C
999,31,Proyecto_999,213,110247.32,Recurso B,Exito,2022-09-25,2022-10-26,Media,True,98.3,Nivel Bajo,Específica,10,36,Más del 75%,False,False,Híbrido,Flexible,8,3,127256.81,False,True,Entregable A,False,Info A
715,16,Proyecto_715,202,126467.55,Recurso C,Fracaso,2021-12-15,2022-01-15,Baja,True,41.94,Nivel Bajo,Específica,16,5,Más del 75%,True,False,Remoto,Fijo,10,3,4705294.42,True,False,Entregable B,False,Info A
754,2,Proyecto_754,30,199347.81,Recurso A,Fracaso,2022-01-23,2022-02-23,Media,False,34.79,Nivel Medio,Específica,13,29,Más del 75%,True,True,Remoto,Flexible,2,3,3525956.17,True,False,Entregable C,True,Info A
328,48,Proyecto_328,302,849535.73,Recurso C,Exito,2020-11-23,2020-12-24,Alta,False,67.21,Nivel Alto,Sin Experiencia,7,37,50%-75%,True,True,Remoto,Fijo,10,5,4170049.05,False,False,Entregable C,True,Info C
383,32,Proyecto_383,177,890497.01,Recurso B,Exito,2021-01-17,2021-02-17,Media,False,58.75,Nivel Bajo,Específica,15,2,25%-50%,True,False,Presencial,Flexible,8,2,4180393.09,False,True,Entregable B,False,Info A
452,17,Proyecto_452,26,228852.74,Recurso A,Fracaso,2021-03-27,2021-04-27,Media,True,40.88,Nivel Experto,Específica,17,28,Más del 75%,False,False,Remoto,Fijo,7,2,2856151.21,False,True,Entregable B,True,Info A
523,20,Proyecto_523,105,515008.62,Recurso C,Exito,2021-06-06,2021-07-07,Alta,True,25.97,Nivel Medio,General,4,43,Menos del 25%,False,True,Híbrido,Flexible,10,1,2137017.5,True,False,Entregable C,True,Info C
219,37,Proyecto_219,260,962049.08,Recurso B,Fracaso,2020-08-06,2020-09-06,Baja,True,75.79,Nivel Bajo,Específica,10,19,50%-75%,False,False,Presencial,Fijo,8,2,3983910.24,True,True,Entregable A,False,Info B
788,23,Proyecto_788,24,10186.52,Recurso C,Exito,2022-02-26,2022-03-29,Media,True,27.37,Nivel Bajo,General,1,35,50%-75%,True,True,Presencial,Flexible,7,2,1305786.76,True,False,Entregable B,True,Info B
437,5,Proyecto_437,51,554591.02,Recurso B,Exito,2021-03-12,2021-04-12,Baja,False,95.01,Nivel Bajo,Específica,9,26,Más del 75%,True,True,Remoto,Flexible,2,5,2171806.81,True,True,Entregable C,True,Info A
765,11,Proyecto_765,290,321770.39,Recurso A,Exito,2022-02-03,2022-03-06,Alta,False,75.15,Nivel Medio,General,8,34,Más del 75%,True,True,Presencial,Flexible,10,5,3445262.45,False,False,Entregable C,False,Info A
89,26,Proyecto_89,51,591191.09,Recurso B,Exito,2020-03-29,2020-04-29,Alta,False,50.15,Nivel Experto,General,16,25,Más del 75%,False,True,Remoto,Fijo,7,1,4019634.28,True,True,Entregable B,True,Info A
64,2,Proyecto_64,146,754903.48,Recurso B,Exito,2020-03-04,2020-04-04,Baja,False,16.12,Nivel Medio,Sin Experiencia,1,23,Menos del 25%,True,False,Híbrido,Fijo,7,5,1145356.13,False,True,Entregable A,False,Info C
827,21,Proyecto_827,89,73846.36,Recurso C,Fracaso,2022-04-06,2022-05-07,Alta,True,25.91,Nivel Alto,Específica,8,37,Menos del 25%,False,False,Presencial,Flexible,5,5,2248654.29,False,True,Entregable A,True,Info B
717,11,Proyecto_717,129,326470.16,Recurso C,Exito,2021-12-17,2022-01-17,Alta,True,58.0,Nivel Bajo,General,14,37,Más del 75%,False,False,Híbrido,Fijo,7,5,2672937.25,True,False,Entregable C,True,Info C
352,49,Proyecto_352,210,52206.88,Recurso A,Exito,2020-12-17,2021-01-17,Alta,True,53.17,Nivel Experto,Específica,16,35,25%-50%,True,True,Híbrido,Fijo,2,3,3829578.61,False,False,Entregable A,False,Info B
937,43,Proyecto_937,134,410197.33,Recurso C,Exito,2022-07-25,2022-08-25,Baja,True,79.51,Nivel Medio,Específica,14,36,Menos del 25%,True,True,Remoto,Flexible,8,1,2872096.4,True,False,Entregable A,True,Info C
257,41,Proyecto_257,28,170146.57,Recurso A,Exito,2020-09-13,2020-10-14,Alta,True,22.49,Nivel Experto,General,17,36,Más del 75%,False,False,Remoto,Flexible,5,3,3245740.36,True,True,Entregable C,False,Info C
636,10,Proyecto_636,233,686916.56,Recurso B,Fracaso,2021-09-27,2021-10-28,Baja,True,70.11,Nivel Alto,Específica,15,31,Más del 75%,False,False,Híbrido,Flexible,5,4,2872011.29,False,False,Entregable B,True,Info A
645,9,Proyecto_645,49,233885.58,Recurso A,Exito,2021-10-06,2021-11-06,Baja,False,64.56,Nivel Medio,General,12,24,25%-50%,True,True,Híbrido,Fijo,6,2,149170.2,True,True,Entregable A,False,Info A
555,41,Proyecto_555,304,186469.94,Recurso A,Fracaso,2021-07-08,2021-08-08,Media,False,90.93,Nivel Medio,Sin Experiencia,18,32,50%-75%,False,False,Remoto,Flexible,11,4,3819630.66,False,False,Entregable C,False,Info B
960,10,Proyecto_960,120,405375.06,Recurso B,Fracaso,2022-08-17,2022-09-17,Media,False,70.81,Nivel Bajo,Sin Experiencia,8,1,Menos del 25%,False,True,Remoto,Flexible,5,4,4374860.42,True,False,Entregable A,True,Info C
169,2,Proyecto_169,227,478163.05,Recurso C,Fracaso,2020-06-17,2020-07-18,Alta,False,46.63,Nivel Experto,Específica,5,8,Menos del 25%,False,False,Híbrido,Fijo,3,4,3145514.19,False,False,Entregable B,True,Info B
918,35,Proyecto_918,13,677861.77,Recurso A,Fracaso,2022-07-06,2022-08-06,Media,True,74.78,Nivel Alto,General,10,23,25%-50%,True,True,Híbrido,Fijo,3,4,2145278.02,True,False,Entregable A,True,Info B
529,43,Proyecto_529,254,491731.69,Recurso A,Fracaso,2021-06-12,2021-07-13,Media,False,43.28,Nivel Medio,Específica,6,2,25%-50%,False,False,Remoto,Flexible,7,4,2014785.09,True,False,Entregable A,True,Info B
824,23,Proyecto_824,85,234087.98,Recurso C,Exito,2022-04-03,2022-05-04,Baja,True,84.86,Nivel Bajo,Sin Experiencia,17,8,Menos del 25%,False,True,Híbrido,Fijo,10,5,1243107.1,False,False,Entregable C,False,Info A
986,22,Proyecto_986,359,516564.57,Recurso B,Exito,2022-09-12,2022-10-13,Alta,True,72.56,Nivel Alto,General,9,16,Más del 75%,True,True,Remoto,Fijo,6,4,4842763.86,True,False,Entregable B,True,Info C
817,44,Proyecto_817,298,77657.53,Recurso C,Fracaso,2022-03-27,2022-04-27,Alta,True,17.09,Nivel Medio,Específica,14,25,25%-50%,False,True,Presencial,Flexible,5,4,219944.25,True,True,Entregable A,False,Info A
87,47,Proyecto_87,98,449975.26,Recurso C,Fracaso,2020-03-27,2020-04-27,Media,True,22.43,Nivel Bajo,Específica,5,18,Más del 75%,False,False,Remoto,Flexible,4,5,4068698.2,False,True,Entregable A,True,Info A
